device_id,account_id,device_type,os,device_fingerprint,first_seen_date,last_seen_date,is_trusted_device,sim_change_detected,jailbroken_rooted,device_status,previous_device_id,evidence_status
DEV-43EDUA,ACC-KRJ1925,MOBILE,iOS 17,fp-e261c775fec1,2021-05-20,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-DCBBW7,ACC-KRJ1925,WEB,macOS / Safari,fp-95ed35c56c75,2025-09-11,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-23LD2L,ACC-L3UHWZI,MOBILE,Android 12,fp-3a6035166eb1,2019-11-07,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-GK2O0F,ACC-L6HYC1R,MOBILE,Android 14,fp-7f3b0d8a11ee,2025-09-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-4TKCO2,ACC-L9CYMTY,MOBILE,iOS 16,fp-66cdd27c1438,2023-06-30,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7MP8B8,ACC-LAOQTR1,MOBILE,iOS 17,fp-afb70e58201f,2026-01-27,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-UXR8V2,ACC-LCP2277,MOBILE,iOS 17,fp-5dbf11bd4996,2023-05-24,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-UF6KGC,ACC-LCP2277,MOBILE,Android 14,fp-93d0c9a97ed2,2026-08-05,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-Y4WOVP,ACC-LUJBU00,MOBILE,iOS 16,fp-c200dcf79da2,2023-03-05,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-QF1NJ4,ACC-M5VWIPG,MOBILE,Android 14,fp-6017ad867e6e,2024-06-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-FO2R8S,ACC-M639BCP,MOBILE,Android 12,fp-ac5d832f93fa,2022-03-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-G7XBIT,ACC-M8PYQDR,MOBILE,Android 14,fp-189a115b4883,2023-03-06,2026-01-21,FALSE,TRUE,FALSE,RETIRED,,UNKNOWN
DEV-1RHBOW,ACC-M8PYQDR,MOBILE,Android 13,fp-e78fcf3cb84e,2023-03-16,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-87ZFR8,ACC-M8PYQDR,TABLET,iPadOS 17,fp-aeb51b2e515d,2025-10-09,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-ZEAJN5,ACC-M8PYQDR,MOBILE,Android 13,fp-dfb2daac76cf,2026-01-21,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-G7XBIT,AVAILABLE
DEV-5Z05D5,ACC-M8YXU1P,MOBILE,iOS 17,fp-a904a089133b,2024-09-28,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-3VC8C6,ACC-MA5BXNS,MOBILE,iOS 16,fp-ed4b49dab41e,2020-08-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-C58EWN,ACC-MC67OKC,MOBILE,Android 13,fp-f8a2248fd4f5,2019-11-25,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7NPUH7,ACC-MJ76CI5,MOBILE,Android 12,fp-4f4c0eccbf9c,2023-06-12,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-0KK7TJ,ACC-MPR9TOT,MOBILE,iOS 17,fp-1fd7e3317750,2019-09-08,2026-03-20,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-4231N8,ACC-MPR9TOT,MOBILE,iOS 17,fp-f4d4d1bd2834,2019-09-15,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-56RH3F,ACC-MPR9TOT,MOBILE,Android 13,fp-49a23f772de8,2026-03-20,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-0KK7TJ,AVAILABLE
DEV-RDIJ8O,ACC-MTU16BT,MOBILE,Android 14,fp-a61a3e88b66f,2023-08-26,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-W3QQAZ,ACC-MU6FGK8,MOBILE,Android 14,fp-4dd30a7f4842,2025-04-28,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-HX8NUH,ACC-N4YTUKC,MOBILE,Android 14,fp-90a1fdaf4d6d,2024-11-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-N3KC3P,ACC-NAZNT6C,MOBILE,Android 13,fp-3fb68f49c106,2026-01-29,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-UDL49S,ACC-NHLLA92,MOBILE,iOS 16,fp-bd371df77e1a,2021-05-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-DIZ4ZQ,ACC-NLC0QYP,MOBILE,Android 14,fp-2345ba1e3759,2021-09-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-DA9H6E,ACC-NWET6T1,MOBILE,iOS 17,fp-36f176c24a9c,2024-02-20,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-M2YF9I,ACC-O0V3Z0G,MOBILE,iOS 17,fp-60ff0252525c,2025-07-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-D53YWQ,ACC-O1SZJIV,MOBILE,Android 13,fp-75b4b0d82f4e,2024-09-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-N9Y6KI,ACC-O2WB0DZ,MOBILE,iOS 16,fp-e57ad3296d39,2024-10-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-BN275W,ACC-O3V94X2,MOBILE,Android 12,fp-136999bbdbc1,2024-12-05,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-L1NG0Z,ACC-OH9O5QV,MOBILE,Android 13,fp-724e14b4c37b,2024-11-18,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-8QDUBY,ACC-OJW5BP1,MOBILE,Android 14,fp-1ac38675cb65,2023-01-07,2026-03-19,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-0OFFWF,ACC-OJW5BP1,MOBILE,Android 13,fp-16364ad22b55,2023-01-17,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7R5BI4,ACC-OJW5BP1,MOBILE,Android 14,fp-1c23f37a4c89,2026-03-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-8QDUBY,AVAILABLE
DEV-62K899,ACC-OJW5BP1,WEB,Windows 11 / Chrome,fp-01db6d844ad0,2026-03-20,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-ATYR8W,ACC-OK8NHVI,MOBILE,Android 14,fp-84d21f59bd9c,2020-05-03,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-2NEE5I,ACC-OK8NHVI,TABLET,Android 14 (Tablet),fp-72dee3b0881e,2026-01-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-S5QLES,ACC-ONMRS5Y,MOBILE,Android 14,fp-a68ab7137621,2025-08-31,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-6GGEUV,AVAILABLE
DEV-6GGEUV,ACC-ONMRS5Y,MOBILE,iOS 16,fp-bbe31a4cae1e,2025-10-17,2025-08-31,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-0S9R89,ACC-ONMRS5Y,MOBILE,iOS 16,fp-9ed690f9c367,2025-10-26,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-8V2902,ACC-P39JYM6,MOBILE,Android 13,fp-4caf52435fb5,2025-11-23,2026-04-06,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-RNC4KG,ACC-P39JYM6,MOBILE,Android 12,fp-ee2d3cae57d7,2025-12-07,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-QEZB7S,ACC-P39JYM6,MOBILE,Android 13,fp-bab6e7186ed6,2026-04-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-8V2902,AVAILABLE
DEV-VN82SV,ACC-PCZ2O8N,MOBILE,iOS 16,fp-e0eeb76423ae,2020-04-26,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-DMNC8N,ACC-PCZ2O8N,TABLET,iPadOS 17,fp-36a4f2bcd723,2026-02-10,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-8683VM,ACC-PL13YLG,MOBILE,iOS 17,fp-8051d887e795,2020-08-18,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-GGA0HE,ACC-PNEE5DN,MOBILE,Android 12,fp-b989a2a56ae6,2020-03-27,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-0SBD3J,ACC-PNEE5DN,TABLET,Android 14 (Tablet),fp-f23aab3da4fa,2025-09-29,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-I19UB4,ACC-PQ9YTXH,MOBILE,iOS 17,fp-7cfb7f32d1e6,2022-10-17,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-BWQU9P,ACC-PR8DOYW,MOBILE,iOS 16,fp-8af1ab5ef929,2023-07-21,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-5IYDOB,ACC-Q02GKFS,MOBILE,Android 12,fp-436b161ef39e,2025-08-26,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-WD0ROF,ACC-Q02GKFS,TABLET,iPadOS 17,fp-8c1f4a26cf53,2025-09-11,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7NX32P,ACC-Q2NS5MH,MOBILE,Android 12,fp-e6825e179bf6,2020-01-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-2O92OM,ACC-Q2NS5MH,WEB,macOS / Safari,fp-2e40b18cbe8c,2026-05-09,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-W6SA2L,ACC-Q5XVTHG,MOBILE,Android 13,fp-62f3b736bb90,2023-10-20,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-SGV1PK,ACC-Q6EW09U,MOBILE,iOS 17,fp-a15ec56dd2c9,2022-08-13,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-OEQ8MB,ACC-Q6WHDH2,MOBILE,iOS 17,fp-4340dcc9d484,2019-09-10,2025-10-31,FALSE,TRUE,FALSE,RETIRED,,UNKNOWN
DEV-Z6MYI3,ACC-Q6WHDH2,MOBILE,Android 13,fp-f357dcecd567,2019-09-12,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-KPARZ3,ACC-Q6WHDH2,MOBILE,Android 13,fp-3f2de2e94a28,2025-10-31,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-OEQ8MB,AVAILABLE
DEV-LBGKH3,ACC-QBCV0QM,MOBILE,iOS 17,fp-e42c71acec08,2019-11-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-P0PU37,ACC-QEG9DDV,MOBILE,Android 14,fp-43d46fe7f042,2022-01-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-TS6IP1,ACC-QF5WXW7,MOBILE,iOS 17,fp-af9f398967d1,2023-10-27,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-FPBXU7,ACC-QFHG8KS,MOBILE,Android 14,fp-d409afa27338,2022-07-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-8KA71L,ACC-QG18BAZ,MOBILE,iOS 16,fp-f4b7f43119d3,2022-02-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7K1YU2,ACC-QHDK3Z4,MOBILE,Android 12,fp-909f1b816448,2021-04-08,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-8JB8AE,ACC-QPR4VXL,MOBILE,iOS 17,fp-99858934f39f,2019-09-28,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-KB33MR,ACC-QPR4VXL,WEB,Windows 11 / Chrome,fp-fa60d34a3b6a,2025-12-31,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-KU9XKA,ACC-QT68YT0,MOBILE,iOS 16,fp-8ba6419dce04,2022-12-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-O9AYC6,ACC-QZ3PM7V,MOBILE,Android 13,fp-f2657feb6327,2024-12-31,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-O6BDN7,ACC-QZ3PM7V,TABLET,Android 14 (Tablet),fp-bdc25ea09ae4,2026-04-29,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-S2DFZ8,ACC-R1UQKER,MOBILE,Android 14,fp-e713a94c147f,2024-07-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-UJJE6L,ACC-R37F7FP,MOBILE,iOS 17,fp-dd88fb0fd733,2020-05-30,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-6873WR,ACC-R7CETEN,MOBILE,iOS 16,fp-04611e9ec0aa,2019-10-09,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-U87Y8S,ACC-R9KE7J2,MOBILE,Android 13,fp-428ea33d1b40,2025-12-15,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-TK54UY,ACC-R9RIGPP,MOBILE,Android 14,fp-fa91d48d78b9,2025-01-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-9CFO6C,ACC-RDEZX6K,MOBILE,iOS 17,fp-40d6af487981,2019-10-07,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-R32YZ4,ACC-RIH330K,MOBILE,Android 13,fp-58681eb9b3b4,2020-08-30,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-293BGO,ACC-RMJ1BMF,MOBILE,iOS 16,fp-b529edff42a5,2025-06-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-GPRT2Y,ACC-RNKK5FI,MOBILE,Android 12,fp-1e14a23c9bf1,2021-12-18,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-D2SPRU,ACC-RYI0M7P,MOBILE,iOS 16,fp-36d5220b9cf1,2022-07-12,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-MVTS76,ACC-S1UQ7WI,MOBILE,iOS 16,fp-2b2072c89c68,2025-11-18,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-3JY7BX,ACC-SCH53XD,MOBILE,Android 14,fp-bfe4f3ef8867,2022-02-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-Q0G1EC,ACC-SF4HTZ4,MOBILE,Android 14,fp-46f6185d97c9,2021-02-15,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-JP9T4J,ACC-SF4HTZ4,WEB,macOS / Safari,fp-d0bccd951b42,2026-03-21,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-0QSJ6M,ACC-SKC95N4,MOBILE,Android 12,fp-df6326de64fc,2025-04-25,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-F1OIO3,ACC-SO76KJG,MOBILE,iOS 16,fp-1167c42fceb7,2023-04-21,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-02T83P,ACC-SO76KJG,WEB,Windows 10 / Edge,fp-ae7120304357,2026-05-27,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-B3LES5,ACC-SP7RU86,MOBILE,Android 14,fp-5219c00d4e31,2023-07-27,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-RP08KK,ACC-SPTHDP0,MOBILE,Android 12,fp-66d2ae3f6016,2024-12-05,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-TQFU9Z,ACC-SPTHDP0,TABLET,Android 14 (Tablet),fp-94ea6637042a,2025-12-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-QI0V13,ACC-SRI2AOF,MOBILE,iOS 16,fp-fe87347788b4,2020-12-17,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-R1VHNN,ACC-SRQT0PA,MOBILE,Android 12,fp-4c61316b9b4d,2019-09-13,2025-11-23,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-AQ4Y4D,ACC-SRQT0PA,MOBILE,Android 14,fp-d96e74b90db4,2019-09-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-ZASB43,ACC-SRQT0PA,MOBILE,Android 12,fp-4801fe19a78e,2025-11-23,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-R1VHNN,AVAILABLE
DEV-26K23I,ACC-SS3EOQM,MOBILE,iOS 17,fp-641b58f7bf5e,2026-07-10,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-4EL8FW,ACC-SSG5XRZ,MOBILE,Android 13,fp-9c5f58510e5c,2019-10-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-R0MYGW,ACC-SY0X4KN,MOBILE,Android 12,fp-0799d25f374d,2021-06-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-4XPTD7,ACC-T1EGD9D,MOBILE,Android 14,fp-eec8ed8141f6,2020-12-05,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-Y1UV1N,ACC-T4M8JCI,MOBILE,Android 14,fp-9ad05b27be5b,2021-04-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-Y5Q4EC,ACC-TKMP1LP,MOBILE,Android 12,fp-f522fb1b7841,2024-04-11,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-GF5BRZ,ACC-TKMP1LP,TABLET,iPadOS 17,fp-29c25dbcfc79,2025-08-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-0IQTGH,ACC-TKMW044,MOBILE,Android 13,fp-61c2bd5b3f3c,2024-07-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-PU2IAH,ACC-TM9MCPR,MOBILE,Android 12,fp-6a0fba19c527,2022-12-13,2025-10-21,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-D1MRBC,ACC-TM9MCPR,MOBILE,Android 14,fp-dc1b07035844,2022-12-21,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-6V0A7P,ACC-TM9MCPR,MOBILE,Android 14,fp-3552e9f884bc,2025-10-21,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-PU2IAH,AVAILABLE
DEV-J17QD6,ACC-TR5GOIT,MOBILE,iOS 17,fp-a9c21a3259ab,2020-05-08,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-4KDAGA,ACC-TT2SLHI,MOBILE,iOS 17,fp-659489266dae,2023-07-01,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-PQO7TC,ACC-TUIK15U,WEB,Windows 11 / Chrome,fp-b5c813ec9cdf,2025-08-08,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-ZJ2N98,ACC-TUIK15U,MOBILE,iOS 16,fp-92a54b307016,2026-02-08,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-KK8EXB,ACC-U00JTYL,MOBILE,iOS 17,fp-bffa03e571f0,2021-06-15,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-QRH9F0,ACC-U00JTYL,TABLET,Android 14 (Tablet),fp-493d534ba38c,2025-11-12,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-CSY023,ACC-U652FYS,MOBILE,iOS 16,fp-ce31ea55d66b,2023-07-27,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-8IM9T1,ACC-U9NMNSW,MOBILE,iOS 16,fp-f9e9c81fb244,2019-10-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-LCH5Z9,ACC-UM4ULZU,MOBILE,Android 14,fp-0e34e1923623,2023-11-17,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-L57379,ACC-USMF0XL,MOBILE,iOS 16,fp-bbdaa5e452b1,2023-03-24,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-598OO5,ACC-UUMK563,MOBILE,Android 14,fp-505b6a7da905,2023-10-01,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-NI3I5M,ACC-UX7454R,MOBILE,Android 13,fp-91317ed6c8d9,2021-05-23,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-2LSFX0,ACC-UXI7OGZ,MOBILE,Android 12,fp-86fe099305cc,2024-06-21,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-QR26QU,ACC-VGKP7L9,MOBILE,Android 14,fp-e2e2d9d0def5,2021-09-05,2025-06-10,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-54MEQC,ACC-VGKP7L9,MOBILE,Android 14,fp-24cddf87b11b,2021-09-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-AU36TZ,ACC-VGKP7L9,MOBILE,Android 13,fp-64023c472c30,2025-06-10,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-QR26QU,AVAILABLE
DEV-QACSB2,ACC-VK82WU9,MOBILE,iOS 16,fp-52ceb4cb5816,2023-04-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-15KHJ2,ACC-VKE6H76,MOBILE,Android 13,fp-a4c2f3df1d7f,2024-06-24,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-1Q8UQ3,ACC-VKE6H76,WEB,Windows 11 / Chrome,fp-774a2d682701,2026-05-28,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-ZTSM3A,ACC-VKE6H76,WEB,macOS / Safari,fp-766a3d1c3635,2026-08-26,2026-08-26,FALSE,FALSE,TRUE,ACTIVE,,UNKNOWN
DEV-XV9RZU,ACC-VQ2RPUV,MOBILE,iOS 16,fp-471ecb4e5420,2021-07-10,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-9JKT27,ACC-VQTRMI8,MOBILE,iOS 16,fp-5b39626084da,2020-05-01,2026-01-23,FALSE,TRUE,FALSE,RETIRED,,UNKNOWN
DEV-MNAD9Q,ACC-VQTRMI8,MOBILE,iOS 17,fp-438db2b241ca,2020-05-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-YBPT4H,ACC-VQTRMI8,MOBILE,Android 14,fp-c210f4664d5b,2026-01-23,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-9JKT27,AVAILABLE
DEV-6NRQOE,ACC-VTEGB41,MOBILE,Android 12,fp-891d0d75fac9,2020-04-26,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-MDW8NB,ACC-VYP1NJG,MOBILE,iOS 16,fp-ec804dce45b0,2021-12-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-UTNDF5,ACC-W042LPI,MOBILE,Android 14,fp-d03777b26daa,2024-07-15,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-PSRI4J,ACC-W14TOBD,MOBILE,Android 13,fp-8934563239b8,2024-09-21,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-ANGJ8L,ACC-W77QKXI,MOBILE,Android 12,fp-bbfacf8897e7,2025-04-07,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-UI4ZU9,ACC-W81XE6V,MOBILE,iOS 17,fp-994045848c62,2025-11-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-9QMGV2,ACC-WHV3F3F,MOBILE,iOS 16,fp-9db4cdb518bb,2024-09-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-FRRC8T,ACC-WUKFV2A,MOBILE,Android 12,fp-d69821706c3c,2022-03-13,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-IJ63WD,ACC-X1Z2YVL,MOBILE,iOS 17,fp-b7449b14aecb,2024-02-16,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-QK10D7,ACC-X35UAF3,MOBILE,Android 13,fp-e4dd55a4542d,2022-07-17,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-0FDOWR,ACC-X8ADQCH,MOBILE,Android 13,fp-09d74bf3d323,2024-09-28,2026-01-08,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-8QWT6B,ACC-X8ADQCH,MOBILE,iOS 17,fp-9355223fc38c,2024-10-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-3FEYFJ,ACC-X8ADQCH,MOBILE,Android 13,fp-54a817ca5a9b,2026-01-08,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-0FDOWR,AVAILABLE
DEV-MP3OM2,ACC-XANBX94,MOBILE,Android 13,fp-ba19b66038fe,2024-11-05,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-ZZ6S4Q,ACC-XGJ1QQ8,MOBILE,Android 14,fp-45ba5081e90a,2021-12-31,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-4C2UNQ,ACC-XHO0VH4,MOBILE,iOS 17,fp-308afdacc0fa,2024-05-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-8JAWTM,ACC-XI27VLT,MOBILE,Android 13,fp-0c1d536fe9ad,2025-09-10,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-USAEK6,ACC-XMSTP3X,MOBILE,iOS 17,fp-cf232e660ad4,2022-04-15,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
